appendix_ref,source_signal_id,source,source_grade,base_retest_grade,ticker,formation_date,event_date,event_day,entry_date,entry_open,formation_close,atr_abs20,rank_pct,swing_score,swing_rank_pct,mom12_1_pct,atr_pct20_pct,return_volume_corr20_pct,sma200_slope20_pct,close_vs_level_atr,close_location,event_volume_ratio,pullback_from_peak_atr,event_body_atr,event_body_return,r5,mfe5,mae5,r10,mfe10,mae10
S0011,MTR-v2:weekly:GFI:2019-12-10,weekly,A+,B,GFI,2019-12-06,2019-12-10,2,2019-12-11,4.850636375240718,4.736119270324707,0.1746392741484368,0.9653641207815276,0.728613569321534,0.8938053097345132,0.6548672566371682,0.7256637168141593,0.8053097345132744,0.168141592920354,0.1873499452331438,0.7272711509534601,0.5295781550871577,-0.0936818694400686,-0.0468394769101912,-0.0017123679144775,-0.0134906347350246,0.0539629911485022,-0.0151769337441221,0.1129847888010433,0.1180438460222557,-0.0185497917457166
S0012,MTR-v2:monthly:ROKU:2020-01-03,monthly,A+,A+,ROKU,2019-12-31,2020-01-03,2,2020-01-06,136.25999450683594,133.89999389648438,6.759398651123047,0.997427101200686,0.8404558404558404,0.9230769230769232,0.9743589743589745,0.8974358974358975,0.6495726495726496,0.8632478632478633,0.5340712682705547,0.7177903772884286,0.5716144484701521,0.0266285042607074,0.443826463690163,0.0223031753959928,-0.0576838465229589,0.0608396365707029,-0.059885430297085,-0.0431527217163394,0.0608396365707029,-0.0730954928563311
S0013,MTR-v2:weekly:SE:2020-01-30,weekly,A+,A,SE,2020-01-24,2020-01-30,4,2020-01-31,45.27999877929688,45.33000183105469,1.342249870300294,0.9921602787456446,0.7913043478260869,0.917391304347826,0.9217391304347826,0.5565217391304348,0.8956521739130435,0.7391304347826086,0.1937033687140794,0.9639631589799986,0.4034135800208247,-0.5215130047156167,0.6481646607945849,0.0194543584109294,0.0097173686675853,0.0492491078258581,-0.0103798016492164,0.0589664764934436,0.0689046561549062,-0.0103798016492164
S0014,MTR-v2:monthly:MGNI:2020-02-04,monthly,A+,A+,MGNI,2020-01-31,2020-02-04,2,2020-02-05,9.829999923706056,9.359999656677246,0.5925000190734863,0.9653379549393414,0.7068965517241379,0.8405172413793104,0.6551724137931034,0.9310344827586208,0.5344827586206896,0.603448275862069,0.506329419539909,0.7083329194126157,0.6161477049630125,0.168775400128734,0.3713084556061803,0.0233051140686466,0.0325533771422015,0.0691760234438954,-0.0264496674363973,0.2970498574727414,0.3214648903293928,-0.0264496674363973
S0015,MTR-v2:weekly:APPS:2020-02-19,weekly,A+,A+,APPS,2020-02-14,2020-02-19,2,2020-02-20,6.849999904632568,6.769999980926514,0.4809999942779541,0.987794245858762,0.7913043478260869,0.9391304347826088,0.8782608695652174,0.9565217391304348,0.5391304347826087,0.6173913043478261,0.1871105065666227,0.7777778955153976,0.745038355465054,-0.0831600048417312,0.3742210131332454,0.0269461541618856,-0.1021897546001038,0.030656940302284,-0.1386861054731787,0.0102190033045164,0.030656940302284,-0.2087591019339332
S0016,MTR-v2:lm2:MRNA:2020-06-02,lm2,A+,A,MRNA,2020-05-28,2020-06-02,3,2020-06-03,57.5099983215332,55.540000915527344,6.970999526977539,0.979557069846678,0.748587570621469,0.8898305084745762,0.7966101694915254,0.9830508474576272,0.4661016949152542,0.9830508474576272,0.6211445000965029,0.9825893776275328,0.700066535209223,-0.5781097213388358,0.167837935495112,0.0199318254469937,0.0125195834066567,0.1018953361394452,-0.0153016393514391,0.1187619234167165,0.1646671067951428,-0.0153016393514391
S0017,MTR-v2:lm2:DQ:2020-08-03,lm2,A+,A+,DQ,2020-07-30,2020-08-03,2,2020-08-04,23.74399948120117,22.194000244140625,1.689599800109863,0.9418907198612316,0.7068965517241379,0.8232758620689655,0.4224137931034483,0.853448275862069,0.8448275862068966,0.7241379310344828,0.6676138688736042,0.7345018205934634,0.7622833931117929,0.1917621629895977,0.6451232726927496,0.0490284335813806,0.0035377205030504,0.0845687909109182,-0.0279649415432654,-0.0363038885846175,0.0845687909109182,-0.0772405523021128
S0018,MTR-v2:lm2:ZM:2020-10-01,lm2,A+,A,ZM,2020-09-29,2020-10-01,2,2020-10-02,485.0050048828125,465.5,40.56180267333984,0.9857142857142858,0.9215686274509804,0.9831932773109244,0.8571428571428571,0.9327731092436976,0.9747899159663864,0.9831932773109244,0.4311936127501229,0.9604901058257094,0.4750318604925963,0.0353780518620016,0.1476756416033761,0.0125576315186057,-0.0133091762453119,0.0463603161311609,-0.0242925595011126,0.1059680189149143,0.1134936389439038,-0.0242925595011126
S0019,MTR-v2:weekly:SE:2020-10-13,weekly,A+,A,SE,2020-10-09,2020-10-13,2,2020-10-14,174.3000030517578,172.1199951171875,7.141950225830078,0.9916736053288926,0.7272727272727274,0.859504132231405,0.9173553719008264,0.371900826446281,0.8925619834710744,0.8842975206611571,0.0392048068725278,0.9885045375506748,0.6476166571233597,-0.4480585982604389,0.3360418121935923,0.0141176111557903,-0.0426276982471652,0.0149167573104087,-0.0714859810425088,-0.0115318974780977,0.0149167573104087,-0.0889845639361196
S0020,MTR-v2:monthly:DKNG:2020-11-03,monthly,A+,A+,DKNG,2020-10-30,2020-11-03,2,2020-11-04,39.43000030517578,35.400001525878906,3.321250152587892,0.9930615784908932,0.7011494252873564,0.8362068965517241,0.9310344827586208,0.913793103448276,0.2586206896551724,0.8189655172413793,0.6232591944967744,0.8489596992744121,0.5624470218528397,0.2408740730156854,0.3432440609028377,0.031379007216949,0.0235861095099638,0.1283287175787015,-0.0278975010298618,0.1820948579661385,0.1876743968705356,-0.0278975010298618
S0021,MTR-v2:monthly:MRNA:2020-11-03,monthly,A+,A+,MRNA,2020-10-30,2020-11-03,2,2020-11-04,68.97000122070312,67.47000122070312,3.600950241088867,0.9826539462272332,0.7155172413793104,0.875,0.8275862068965517,0.4568965517241379,0.8620689655172413,0.6551724137931034,0.4471043759451464,0.9360910019159506,0.6992606114467116,0.1332990807416569,0.6470519376991263,0.0349063944727294,0.1026533522654113,0.1654341863240367,-0.0007394882055778,0.3505872100509335,0.496302669591139,-0.0007394882055778
S0022,MTR-v2:weekly:MRNA:2020-11-03,weekly,A+,A+,MRNA,2020-10-30,2020-11-03,2,2020-11-04,68.97000122070312,67.47000122070312,3.600950241088867,0.9826539462272332,0.7155172413793104,0.875,0.8275862068965517,0.4568965517241379,0.8620689655172413,0.6551724137931034,0.4471043759451464,0.9360910019159506,0.6992606114467116,0.1332990807416569,0.6470519376991263,0.0349063944727294,0.1026533522654113,0.1654341863240367,-0.0007394882055778,0.3505872100509335,0.496302669591139,-0.0007394882055778
S0023,MTR-v2:monthly:NET:2020-11-03,monthly,A+,A+,NET,2020-10-30,2020-11-03,2,2020-11-04,55.0,51.970001220703125,3.18429946899414,0.9462272333044232,0.6925287356321839,0.8060344827586207,0.4655172413793103,0.646551724137931,0.9655172413793104,0.8017241379310345,0.3391634571036664,0.9177209383178656,0.30658889482505,-0.0533875614708683,0.4208147398307268,0.0259137531679103,0.1134545759721235,0.3049090298739347,-0.0127272865988991,0.1992727106267755,0.3049090298739347,-0.0127272865988991
S0024,MTR-v2:monthly:PDD:2020-12-02,monthly,A+,A+,PDD,2020-11-30,2020-12-02,2,2020-12-03,144.8000030517578,138.80999755859375,10.440498733520506,0.9546925566343042,0.7446236559139785,0.8588709677419355,0.5483870967741935,0.7983870967741935,0.8870967741935484,0.8387096774193549,0.5028495413867757,0.9441266741071428,0.7727371054767851,0.2317895179830452,1.138834426699764,0.089959896756979,0.0191298633569145,0.1263812338817189,-0.0158149758056519,0.0046270590802808,0.1263812338817189,-0.0430248314657299
S0025,MTR-v2:monthly:UPWK:2021-01-05,monthly,A+,A+,UPWK,2020-12-31,2021-01-05,2,2021-01-06,34.68000030517578,34.52000045776367,2.26149969100952,0.959375,0.703125,0.8515625,0.59375,0.6484375,0.8671875,0.8671875,0.0574844509738591,0.8750013546523095,0.6145643545448446,-0.2034044427692649,0.6632766769605035,0.0452488666954964,0.228373647613933,0.2315455221636329,-0.0129758004319363,0.1473471904666887,0.2701845112292675,-0.0129758004319363
S0026,MTR-v2:lm2:MRNA:2021-01-06,lm2,A+,A+,MRNA,2020-12-30,2021-01-06,4,2021-01-07,120.0999984741211,111.12999725341795,12.79354934692383,0.9921813917122752,0.7864583333333334,0.921875,0.921875,0.9609375,0.4765625,0.8515625,0.4009837101262303,0.8992484187653255,0.7100854237609213,0.1000503257217404,0.4025467355638271,0.0463504769830693,0.0329725156934614,0.0622814608823276,-0.0716902641110927,0.1072439418572792,0.1407160844345929,-0.0716902641110927
S0027,MTR-v2:monthly:TGTX:2021-01-07,monthly,A+,A+,TGTX,2020-12-31,2021-01-07,4,2021-01-08,55.10699844360352,52.02000045776367,3.4848000526428224,0.93671875,0.6822916666666666,0.8359375,0.3671875,0.6796875,1.0,0.7421875,0.4792235260897688,0.9627480617365256,0.3860531334284524,-0.0430445143517357,0.4218312051766147,0.0281500837158743,-0.0710798977901727,0.0296333184710557,-0.0734388949609404,-0.1031992384865287,0.0296333184710557,-0.1509245243430884
