ticker,origin,monthly_reference_id,weekly_reference_id,monthly_grade,weekly_grade,monthly_formation_date,weekly_formation_date,event_date,entry_date,r5,mfe5,mae5,r10,mfe10,mae10,master_grade,signal_id,year,sample,is_exact_confluence
NVAX,monthly_only,A019,,A,,2020-09-30,,2020-10-07,2020-10-08,0.0073006328099869,0.098873380103116,-0.0157728710963044,-0.1783685789136595,0.098873380103116,-0.1888237721900552,A,MT-049,2020,2019-2022,False
AGNT,monthly_only,A020,,A,,2020-10-30,,2020-11-03,2020-11-04,-0.0690669367733185,0.1637232701685065,-0.0937499133216254,-0.0124548640680822,0.1637232701685065,-0.0937499133216254,A,MT-051,2020,2019-2022,False
NVAX,monthly_only,A021,,A,,2020-10-30,,2020-11-03,2020-11-04,-0.063733658829981,0.2033293553433659,-0.0892984812424392,0.1045184432224712,0.2033293553433659,-0.0892984812424392,A,MT-055,2020,2019-2022,False
CSIQ,weekly_incremental,,W-CSIQ-20201117,,A,,2020-11-13,2020-11-17,2020-11-18,0.0162621388874255,0.0342756790103662,-0.1143357406868706,0.048286220821432,0.1433575023077151,-0.1143357406868706,A,MT-056,2020,2019-2022,False
DNLI,monthly_only,A022,,A,,2020-11-30,,2020-12-02,2020-12-03,0.2081355090592116,0.2621082222001372,-0.0090218374813385,0.3232035148830552,0.359923991040352,-0.0090218374813385,A,MT-057,2020,2019-2022,False
RIOT,monthly_only,A023,,A,,2020-11-30,,2020-12-02,2020-12-03,0.0045402905729676,0.2814982320221304,-0.0510784042572192,0.2213393548680418,0.3234959468843483,-0.0510784042572192,A,MT-059,2020,2019-2022,False
VNET,weekly_incremental,,W-VNET-20201208,,A,,2020-12-04,2020-12-08,2020-12-09,-0.0238501108634192,0.0357751013088052,-0.0551959392905559,0.1308346914933487,0.1744463636350048,-0.0620102102613016,A,MT-060,2020,2019-2022,False
ARCT,monthly_only,A024,,A,,2020-12-31,,2021-01-05,2021-01-06,0.3123956968430035,0.6976210680834329,-0.0087645698037086,0.4044241574151763,0.6976210680834329,-0.0087645698037086,A,MT-061,2021,2019-2022,False
FCEL,monthly_only,A025,,A,,2020-12-31,,2021-01-05,2021-01-06,0.5914786696919663,0.5923140575724173,-0.0350877356985717,0.4001670265859858,0.7493734378437849,-0.0350877356985717,A,MT-062,2021,2019-2022,False
PLUG,monthly_only,A026,,A,,2021-01-29,,2021-02-02,2021-02-03,0.0238203551447651,0.0697921137693027,-0.0418753145634727,-0.1468669941136405,0.0697921137693027,-0.1640116004757983,A,MT-067,2021,2019-2022,False
RIOT,monthly_only,A027,,A,,2021-01-29,,2021-02-04,2021-02-05,0.8273961107721439,0.9779473935773476,-0.0275657175841123,2.0250212918509547,2.371501283173246,-0.0275657175841123,A,MT-068,2021,2019-2022,False
MSTR,weekly_incremental,,W-MSTR-20210330,,A,,2021-03-26,2021-03-30,2021-03-31,0.013264173478156,0.1365481458478286,-0.0096200040667483,0.1357144153036029,0.3620851580883644,-0.0096200040667483,A,MT-069,2021,2019-2022,False
CWH,weekly_incremental,,W-CWH-20210406,,A,,2021-04-01,2021-04-06,2021-04-07,0.0368421844559776,0.0655264000777526,-0.0407893689398296,0.0847370234473967,0.1373686096348605,-0.0407893689398296,A,MT-070,2021,2019-2022,False
GOGO,weekly_incremental,,W-GOGO-20210427,,A,,2021-04-23,2021-04-27,2021-04-28,-0.0669326358434274,0.0106382879787065,-0.1099290603255664,0.0292553130778427,0.0434397815950491,-0.1445035596655615,A,MT-071,2021,2019-2022,False
GOGO,monthly_only,A028,,A,,2021-04-30,,2021-05-04,2021-05-05,0.0870785884763287,0.102059936464576,-0.0964420091024103,0.1479400635354244,0.1708801270708486,-0.0964420091024103,A,MT-072,2021,2019-2022,False
AGNT,monthly_only,A029,,A,,2021-05-28,,2021-06-02,2021-06-03,0.1974402032057018,0.2763554797763183,-0.0112735812103957,0.0630711459551407,0.2763554797763183,-0.0112735812103957,A,MT-073,2021,2019-2022,False
CLSK,monthly_only,A030,,A,,2021-05-28,,2021-06-02,2021-06-03,0.1086317322096066,0.1978860126839241,-0.0587199036805778,0.1403405339567962,0.2184380013719917,-0.0587199036805778,A,MT-074,2021,2019-2022,False
NEGG,exact_confluence,B004,W-NEGG-20210602,B,A,2021-05-28,2021-05-28,2021-06-02,2021-06-03,0.0277777315237339,0.0793650769622718,-0.0456349798040545,0.0218253658892506,0.1111110774718064,-0.0456349798040545,A,MT-075,2021,2019-2022,True
WULF,monthly_only,A031,,A,,2021-06-30,,2021-07-08,2021-07-09,-0.1299708593533057,0.1353054750061026,-0.1299708593533057,0.025703234857636,0.1353054750061026,-0.1299708593533057,A,MT-079,2021,2019-2022,False
JKS,monthly_only,A032,,A,,2021-07-30,,2021-08-03,2021-08-04,0.0181601319361479,0.0474559906693967,-0.0734965059318452,-0.2975843019982381,0.0474559906693967,-0.3147163921934032,A,MT-081,2021,2019-2022,False
BNTX,monthly_only,A033,,A,,2021-08-31,,2021-09-03,2021-09-07,-0.0221198911472868,0.0859687414891574,-0.0360793978862108,0.0133615974904077,0.1204938074454058,-0.0360793978862108,A,MT-082,2021,2019-2022,False
UUUU,exact_confluence,A034,W-UUUU-20211005,A,A,2021-09-30,2021-10-01,2021-10-05,2021-10-06,0.1348484665675375,0.1454545533361515,-0.0742423906361318,0.2530303904942366,0.3045454213770291,-0.0742423906361318,A,MT-083,2021,2019-2022,True
GSAT,monthly_only,A035,,A,,2021-10-29,,2021-11-02,2021-11-03,0.0481928024627928,0.0542168836205552,-0.0481927258624453,-0.0481927258624453,0.0542168836205552,-0.0662650459360797,A,MT-084,2021,2019-2022,False
BTU,monthly_only,A036,,A,,2021-11-30,,2021-12-02,2021-12-03,-0.0484188124219056,0.0375494188476392,-0.1086952458907757,-0.0355731652798446,0.0375494188476392,-0.152174066774422,A,MT-085,2021,2019-2022,False
UUUU,monthly_only,A037,,A,,2021-11-30,,2021-12-02,2021-12-03,-0.0659090808107835,0.0136363503361538,-0.1568181914238888,-0.1465909015787536,0.0136363503361538,-0.2011363571094089,A,MT-086,2021,2019-2022,False
MXL,weekly_incremental,,W-MXL-20220310,,A,,2022-03-04,2022-03-10,2022-03-11,0.0337944367807616,0.0364209069187158,-0.1185431690669001,0.1040097804802391,0.1052354799037396,-0.1185431690669001,A,MT-089,2022,2019-2022,False
AA,monthly_only,A038,,A,,2022-03-31,,2022-04-04,2022-04-05,-0.1144850584261197,0.0,-0.1327253676538484,-0.0710298778405749,0.0,-0.1327253676538484,A,MT-091,2022,2019-2022,False
GTE,monthly_only,A039,,A,,2022-03-31,,2022-04-04,2022-04-05,-0.0898204122842383,0.0299401183926648,-0.107784494741086,0.0179640253506037,0.0958082874865371,-0.107784494741086,A,MT-092,2022,2019-2022,False
AMC,monthly_only,A040,,A,,2022-04-29,,2022-05-04,2022-05-05,-0.3386479915181375,0.0070152475976896,-0.3679847159096715,-0.1862245153655906,0.0070152475976896,-0.3813775630604965,A,MT-093,2022,2019-2022,False
PANW,exact_confluence,A041,W-PANW-20220602,A,A,2022-05-31,2022-05-27,2022-06-02,2022-06-03,0.0119000781486418,0.048502145049192,-0.0153309722416168,-0.0858101343388434,0.048502145049192,-0.0986708269361174,A,MT-094,2022,2019-2022,True
IRTC,monthly_only,A042,,A,,2022-05-31,,2022-06-03,2022-06-06,-0.0788879296634915,0.0491748258295365,-0.1064849906303113,-0.2593987370407917,0.0491748258295365,-0.2944600449184982,A,MT-095,2022,2019-2022,False
PECO,monthly_only,A043,,A,,2022-06-30,,2022-07-05,2022-07-06,0.0286968097067157,0.0368958943132315,-0.0199120166174432,0.0096685585975502,0.0368958943132315,-0.0359849592713767,A,MT-096,2022,2019-2022,False
EQT,weekly_incremental,,W-EQT-20220810,,A,,2022-08-05,2022-08-10,2022-08-11,0.050624458925387,0.0938893886939897,-0.0490632177346294,0.1081623685371753,0.1536573602206161,-0.0490632177346294,A,MT-097,2022,2019-2022,False
SM,weekly_incremental,,W-SM-20220810,,A,,2022-08-05,2022-08-10,2022-08-11,0.0424351995081568,0.0747664811359323,-0.0250063782371311,0.1621623016566802,0.1869158683968785,-0.0250063782371311,A,MT-098,2022,2019-2022,False
TMDX,weekly_incremental,,W-TMDX-20220929,,A,,2022-09-23,2022-09-29,2022-09-30,0.0014037799774813,0.0631725980863142,-0.0311184318863695,-0.041413205153322,0.0631725980863142,-0.0907814907754215,A,MT-100,2022,2019-2022,False
EGY,weekly_incremental,,W-EGY-20221108,,A,,2022-11-04,2022-11-08,2022-11-09,0.0839845684162543,0.1191409406764083,-0.0527342060102012,0.0533483231388816,0.1191409406764083,-0.0567028725606798,A,MT-102,2022,2019-2022,False
APA,monthly_only,A044,,A,,2022-11-30,,2022-12-02,2022-12-05,-0.1291865782812803,0.0099854284435956,-0.1312669254871062,-0.0890368301560413,0.0099854284435956,-0.1312669254871062,A,MT-103,2022,2019-2022,False
AMR,monthly_only,A045,,A,,2023-01-31,,2023-02-02,2023-02-03,-0.0438921417608901,0.0255174165000224,-0.0655025763278343,0.0548807989880646,0.0810757863423812,-0.0655025763278343,A,MT-105,2023,2023-2026,False
FLNC,monthly_only,A046,,A,,2023-02-28,,2023-03-02,2023-03-03,0.0176991238309174,0.1249350151098556,-0.0369598708126198,-0.1499218791267142,0.1249350151098556,-0.1702238240465341,A,MT-108,2023,2023-2026,False
BBIO,monthly_only,A047,,A,,2023-05-31,,2023-06-02,2023-06-05,0.1347517423494015,0.1847517355857539,-0.0056737533008291,0.0645389945242862,0.219148941063064,-0.0056737533008291,A,MT-111,2023,2023-2026,False
AMLX,monthly_only,A048,,A,,2023-05-31,,2023-06-05,2023-06-06,-0.0189648183470816,0.0446464279715133,-0.0201501477535825,-0.0347688336363161,0.0446464279715133,-0.0861319775256902,A,MT-114,2023,2023-2026,False
VRT,weekly_incremental,,W-VRT-20230627,,A,,2023-06-23,2023-06-27,2023-06-28,0.0300974891231824,0.0601950062425373,-0.0220432579228544,0.0919881521483796,0.1011021900851043,-0.0220432579228544,A,MT-117,2023,2023-2026,False
FDMT,monthly_only,A049,,A,,2023-06-30,,2023-07-06,2023-07-07,0.065373980889317,0.1340720320544479,-0.0138504160978963,-0.0011079529784121,0.1340720320544479,-0.0142935972892611,A,MT-118,2023,2023-2026,False
NVTS,weekly_incremental,,W-NVTS-20230711,,A,,2023-07-07,2023-07-11,2023-07-12,0.0037735811710866,0.0263206904313899,-0.0792452945620953,-0.0556603897504848,0.0263206904313899,-0.1273585219704064,A,MT-119,2023,2023-2026,False
HLX,weekly_incremental,,W-HLX-20230725,,A,,2023-07-21,2023-07-25,2023-07-26,0.1342042879099694,0.1923990345463422,-0.0035629136222521,0.1365795259038105,0.1923990345463422,-0.0035629136222521,A,MT-120,2023,2023-2026,False
POWL,weekly_incremental,,W-POWL-20230815,,A,,2023-08-11,2023-08-15,2023-08-16,-0.0543058477398266,0.0234639874092841,-0.076197423635786,0.0330188046870958,0.0399128731562177,-0.076197423635786,A,MT-122,2023,2023-2026,False
FSLY,monthly_only,A050,,A,,2023-08-31,,2023-09-05,2023-09-06,-0.0443885889110037,0.0103434529576964,-0.0531825207306361,-0.1758793552426569,0.0103434529576964,-0.1968173794290845,A,MT-125,2023,2023-2026,False
RIOT,monthly_only,A051,,A,,2023-08-31,,2023-09-07,2023-09-08,-0.0292035325784002,0.0035398195732618,-0.1075221355822717,-0.1522124104421763,0.0256637130051382,-0.1752212798663571,A,MT-126,2023,2023-2026,False
IDYA,weekly_incremental,,W-IDYA-20231010,,A,,2023-10-06,2023-10-10,2023-10-11,-0.0189099088567384,0.0307749330677615,-0.1015943582082858,0.0103819315452065,0.0307749330677615,-0.1015943582082858,A,MT-127,2023,2023-2026,False
ACHR,monthly_only,A052,,A,,2023-11-30,,2023-12-07,2023-12-08,0.1093248115937361,0.1278135214003679,-0.0305465573620937,0.0337620651496037,0.1278135214003679,-0.0305465573620937,A,MT-129,2023,2023-2026,False
EH,weekly_incremental,,W-EH-20231212,,A,,2023-12-08,2023-12-12,2023-12-13,0.0029567851869731,0.0851567443554999,-0.0272027846613525,0.0206978346911865,0.0934358331143248,-0.0703725364353221,A,MT-130,2023,2023-2026,False
BHVN,monthly_only,A053,,A,,2024-01-31,,2024-02-02,2024-02-05,0.0839472704772756,0.0924313307663546,-0.0118330561098605,0.1051573786157222,0.1214556489286229,-0.0118330561098605,A,MT-135,2024,2023-2026,False
COIN,monthly_only,A054,,A,,2024-01-31,,2024-02-02,2024-02-05,0.1032634721061149,0.123154673499253,-0.1102563725601201,0.4010101152613619,0.5045843355188457,-0.1102563725601201,A,MT-136,2024,2023-2026,False
IRON,monthly_only,A055,,A,,2024-01-31,,2024-02-02,2024-02-05,0.0253754126145053,0.0551050788743092,-0.0289789842251381,-0.0102102150263563,0.0551050788743092,-0.0289789842251381,A,MT-137,2024,2023-2026,False
MOD,weekly_incremental,,W-MOD-20240223,,A,,2024-02-16,2024-02-23,2024-02-26,0.104287041633396,0.1310211600850737,-0.0065029011268515,0.0098747553682998,0.1560693514160271,-0.0089113421918467,A,MT-139,2024,2023-2026,False
DELL,monthly_only,A056,,A,,2024-03-28,,2024-04-02,2024-04-03,0.0504287130426346,0.1559555290983671,-0.0011036357280546,0.0279310295287988,0.1559555290983671,-0.0179132803820891,A,MT-140,2024,2023-2026,False
ROOT,monthly_only,A057,,A,,2024-03-28,,2024-04-02,2024-04-03,0.3073289030658113,0.4004885297523393,-0.0030945022261305,0.0071661012341104,0.4004885297523393,-0.0172638655854795,A,MT-141,2024,2023-2026,False
OUST,monthly_only,A058,,A,,2024-04-30,,2024-05-02,2024-05-03,0.0402010633037523,0.0572864984346801,-0.0743718377189412,0.1718593036107067,0.4241206379822511,-0.0743718377189412,A,MT-144,2024,2023-2026,False
CADL,weekly_incremental,,W-CADL-20240507,,A,,2024-05-03,2024-05-07,2024-05-08,0.1019567216507542,0.1204943431202318,-0.0576725455629936,0.2636457682347488,0.4727085617461883,-0.0576725455629936,A,MT-146,2024,2023-2026,False
MOD,weekly_incremental,,W-MOD-20240514,,A,,2024-05-10,2024-05-14,2024-05-15,-0.0531864985129195,0.0220210940624556,-0.0915367894578952,-0.0994680994200464,0.0220210940624556,-0.1996827646870297,A,MT-147,2024,2023-2026,False
CLS,weekly_incremental,,W-CLS-20240521,,A,,2024-05-17,2024-05-21,2024-05-22,0.1219927735370574,0.1566584639958053,0.0,0.0678158354663793,0.1566584639958053,-0.0170487120718003,A,MT-148,2024,2023-2026,False
CATX,monthly_only,A059,,A,,2024-06-28,,2024-07-03,2024-07-05,0.1200750235734695,0.1613508716368665,-0.0487804419824259,0.1153846635569368,0.2232645542690792,-0.0487804419824259,A,MT-152,2024,2023-2026,False
WGS,monthly_only,A060,,A,,2024-08-30,,2024-09-06,2024-09-09,0.1362135268951594,0.1686168203761819,-0.0366036949798906,0.2121211913116927,0.299729892437675,-0.0366036949798906,A,MT-154,2024,2023-2026,False
FIP,weekly_incremental,,W-FIP-20240910,,A,,2024-09-06,2024-09-10,2024-09-11,0.1249997060595806,0.1538459405413326,-0.0264422261326946,0.0697113306535655,0.1670674406224785,-0.0264422261326946,A,MT-155,2024,2023-2026,False
ARM,weekly_incremental,,W-ARM-20240924,,A,,2024-09-20,2024-09-24,2024-09-25,-0.0503838176339421,0.0634333296881191,-0.0519888122092457,0.002093531370334,0.0634333296881191,-0.0732728525916888,A,MT-156,2024,2023-2026,False
HROW,weekly_incremental,,W-HROW-20241001,,A,,2024-09-27,2024-10-01,2024-10-02,0.1657142857142857,0.1874285888671876,0.0,0.2226286097935268,0.2413714599609375,0.0,A,MT-157,2024,2023-2026,False
ALT,monthly_only,A061,,A,,2024-09-30,,2024-10-02,2024-10-03,-0.0176848328597543,0.0442122354732359,-0.0297427570771414,0.1028939493425664,0.1639871407286792,-0.0482314668837732,A,MT-158,2024,2023-2026,False
DYN,weekly_incremental,,W-DYN-20241119,,A,,2024-11-15,2024-11-19,2024-11-20,-0.0081438675503939,0.0468273193168986,-0.0295215117799652,-0.0010179429927328,0.0627757185128738,-0.0522564996287885,A,MT-162,2024,2023-2026,False
TPL,weekly_incremental,,W-TPL-20241226,,A,,2024-12-20,2024-12-26,2024-12-27,0.0395108837216029,0.0518027635320601,-0.0546781022074847,0.1163692519954713,0.1494336238254008,-0.0546781022074847,A,MT-164,2024,2023-2026,False
APP,weekly_incremental,,W-APP-20250103,,A,,2024-12-27,2025-01-03,2025-01-06,-0.1203745308160526,0.009947635074806,-0.1443714083086588,-0.0570942653689099,0.009947635074806,-0.1443714083086588,A,MT-165,2025,2023-2026,False
EBS,weekly_incremental,,W-EBS-20250116,,A,,2025-01-10,2025-01-16,2025-01-17,0.1648351229572935,0.1968031237072758,-0.0169830242164674,0.1238760981783391,0.1968031237072758,-0.0169830242164674,A,MT-169,2025,2023-2026,False
CVNA,weekly_incremental,,W-CVNA-20250211,,A,,2025-02-07,2025-02-11,2025-02-12,0.0634716681714326,0.1050566187444723,-0.0158490594827903,-0.1221509249705188,0.1050566187444723,-0.2156603831165241,A,MT-171,2025,2023-2026,False
LTBR,monthly_only,A062,,A,,2025-02-28,,2025-03-04,2025-03-05,-0.2338262296052953,0.0073937084993005,-0.3049907400160345,-0.1487984937233775,0.0073937084993005,-0.3049907400160345,A,MT-172,2025,2023-2026,False
COMP,weekly_incremental,,W-COMP-20250318,,A,,2025-03-14,2025-03-18,2025-03-19,0.074031958083514,0.1059225892323649,-0.0159452612649523,-0.0068336523652807,0.1059225892323649,-0.0308655941559531,A,MT-173,2025,2023-2026,False
APP,weekly_incremental,,W-APP-20250429,,A,,2025-04-25,2025-04-29,2025-04-30,0.2287523319646731,0.2477996286090444,-0.0077044235161748,0.4928804833868099,0.5356379596763228,-0.0077044235161748,A,MT-178,2025,2023-2026,False
EOSE,weekly_incremental,,W-EOSE-20250429,,A,,2025-04-25,2025-04-29,2025-04-30,-0.0270270021477003,0.0463320957352806,-0.0617760049090294,0.3127413930659959,0.3629343970545822,-0.0617760049090294,A,MT-179,2025,2023-2026,False
CORZ,weekly_incremental,,W-CORZ-20250506,,A,,2025-05-02,2025-05-06,2025-05-07,0.1365149290777514,0.1426192913173298,-0.0294118020633659,0.2119866591445296,0.2452830168708264,-0.0294118020633659,A,MT-180,2025,2023-2026,False
CVNA,weekly_incremental,,W-CVNA-20250506,,A,,2025-05-02,2025-05-06,2025-05-07,0.1412882751983688,0.1644209130330565,-0.0038554024993709,0.177233456045522,0.2145805879325397,-0.0038554024993709,A,MT-181,2025,2023-2026,False
QBTS,monthly_only,A063,,A,,2025-04-30,,2025-05-06,2025-05-07,0.5070224318400784,0.6629213964738963,-0.0421347919550069,1.3258426590047687,1.470505679117251,-0.0421347919550069,A,MT-182,2025,2023-2026,False
GDS,weekly_incremental,,W-GDS-20250515,,A,,2025-05-09,2025-05-15,2025-05-16,0.0558680077561219,0.1499437771982228,-0.0063742060670277,-0.1117360155122439,0.1499437771982228,-0.1552305728460924,A,MT-184,2025,2023-2026,False
QBTS,monthly_only,A064,,A,,2025-05-30,,2025-06-03,2025-06-04,-0.0281285745678602,0.087830119399805,-0.0763490193961587,-0.1073478689649305,0.087830119399805,-0.148105620689236,A,MT-186,2025,2023-2026,False
APPS,monthly_only,A065,,A,,2025-06-30,,2025-07-03,2025-07-07,-0.1575456472716256,0.0364842093759467,-0.1641791398854341,-0.1094527862827793,0.0364842093759467,-0.1658374735001514,A,MT-188,2025,2023-2026,False
GRRR,monthly_only,A066,,A,,2025-06-30,,2025-07-07,2025-07-08,-0.0521841597189932,0.1664699718009641,-0.079716636890709,-0.1560802133131948,0.1664699718009641,-0.1560802133131948,A,MT-190,2025,2023-2026,False
APP,weekly_incremental,,W-APP-20250812,,A,,2025-08-08,2025-08-12,2025-08-13,-0.1228368514382149,0.0035502846482013,-0.1336366665602658,-0.0022322766691761,0.0035502846482013,-0.181108893994399,A,MT-194,2025,2023-2026,False
RDDT,weekly_incremental,,W-RDDT-20250826,,A,,2025-08-22,2025-08-26,2025-08-27,0.0098203292616989,0.083269193984873,-0.0576096106132724,0.1722405636436581,0.1817306092121735,-0.0576096106132724,A,MT-195,2025,2023-2026,False
MP,weekly_incremental,,W-MP-20250827,,A,,2025-08-22,2025-08-27,2025-08-28,-0.1025031689565696,0.0385959225896539,-0.1186128094660394,-0.1185848567138722,0.0385959225896539,-0.1413648560715992,A,MT-196,2025,2023-2026,False
LASR,monthly_only,A068,,A,,2025-11-28,,2025-12-05,2025-12-08,-0.0104109881675407,0.0584931046995398,-0.0380821750588613,0.033150659848566,0.0584931046995398,-0.0606849356873394,A,MT-201,2025,2023-2026,False
NKTR,weekly_incremental,,W-NKTR-20251209,,A,,2025-12-05,2025-12-09,2025-12-10,-0.1548908132223956,0.0140966741504773,-0.2221075911231985,-0.2356884909065011,0.0140966741504773,-0.2673199196585515,A,MT-203,2025,2023-2026,False
NVTS,monthly_only,A069,,A,,2026-01-30,,2026-02-03,2026-02-04,-0.0254989450374892,0.0288247518860971,-0.1851441760952135,-0.1031042414610204,0.0288247518860971,-0.1851441760952135,A,MT-206,2026,2023-2026,False
TMC,monthly_only,A070,,A,,2026-01-30,,2026-02-03,2026-02-04,-0.1111110743181195,0.0,-0.2180555189465289,-0.1805555206022135,0.0,-0.2249999900658922,A,MT-207,2026,2023-2026,False
BIOA,monthly_only,A071,,A,,2026-01-30,,2026-02-04,2026-02-05,-0.0044820793291754,0.0707171355422926,-0.0383466364885102,0.0029880212236232,0.1205179325442598,-0.0522907988570724,A,MT-208,2026,2023-2026,False
GRAL,weekly_incremental,,W-GRAL-20260324,,A,,2026-03-20,2026-03-24,2026-03-25,0.027435409324986,0.0624254361287328,-0.0896619958238543,0.0095427345828402,0.1005964502990062,-0.0896619958238543,A,MT-210,2026,2023-2026,False
CDE,monthly_only,A072,,A,,2026-03-31,,2026-04-02,2026-04-06,0.057471324478751,0.0914316196743771,-0.0480668691385244,0.0647858508305816,0.1217346203962579,-0.0480668691385244,A,MT-213,2026,2023-2026,False
NBIS,monthly_only,A073,,A,,2026-03-31,,2026-04-02,2026-04-06,0.3341615712760677,0.3787962661045096,-0.0111357139065615,0.446162286891625,0.5526412757953709,-0.0111357139065615,A,MT-215,2026,2023-2026,False
NVTS,monthly_only,A074,,A,,2026-03-31,,2026-04-02,2026-04-06,0.0853242324522025,0.1393629564034131,-0.058020504106387,0.4015926903629965,0.4641638158603525,-0.058020504106387,A,MT-216,2026,2023-2026,False
STOK,monthly_only,A075,,A,,2026-03-31,,2026-04-02,2026-04-06,0.041565618465913,0.1016384217800701,-0.0342839560726487,0.1307646084044171,0.1331917327545237,-0.0342839560726487,A,MT-218,2026,2023-2026,False
TTMI,monthly_only,A076,,A,,2026-03-31,,2026-04-02,2026-04-06,0.250283010734857,0.2674694451262245,-0.0290213002774911,0.2991664118824149,0.304003308347988,-0.0290213002774911,A,MT-219,2026,2023-2026,False
DNTH,weekly_incremental,,W-DNTH-20260407,,A,,2026-04-02,2026-04-07,2026-04-08,0.0725506379627611,0.0854334429934884,-0.0327720826747387,0.0187592236657634,0.0905187290043998,-0.0327720826747387,A,MT-222,2026,2023-2026,False
HUT,monthly_only,A077,,A,,2026-04-30,,2026-05-04,2026-05-05,0.2808975182376765,0.3954625662384079,-0.0348207560846764,0.2058159741813177,0.4071196271484809,-0.0348207560846764,A,MT-225,2026,2023-2026,False
TYRA,monthly_only,A078,,A,,2026-04-30,,2026-05-04,2026-05-05,-0.0282857622419084,0.0152857099260603,-0.0782857622419085,0.0188571384974889,0.0648571559361048,-0.0782857622419085,A,MT-227,2026,2023-2026,False
CRVS,weekly_incremental,,W-CRVS-20260512,,A,,2026-05-08,2026-05-12,2026-05-13,-0.2730720466598733,0.0202275411502637,-0.2781289319474394,-0.1826801166496832,0.0202275411502637,-0.2781289319474394,A,MT-228,2026,2023-2026,False
PRAX,exact_confluence,A079,W-PRAX-20260805,A,A,2026-07-31,2026-07-31,2026-08-05,2026-08-06,0.1023196999077253,0.103261341385439,-0.0192312900131232,0.1019202816112327,0.1197820379493532,-0.0192312900131232,A,MT-232,2026,2023-2026,True
CYTK,monthly_only,B001,,B,,2020-03-31,,2020-04-06,2020-04-07,0.0694554150861792,0.1720600072650866,-0.0568271714832863,0.1854775349107273,0.2320441643788269,-0.0568271714832863,B,MT-036,2020,2019-2022,False
TSLA,monthly_only,B002,,B,,2020-04-30,,2020-05-06,2020-05-07,0.0176915110358162,0.0850220894490347,-0.0178973606850287,0.0493431769123862,0.0850220894490347,-0.0178973606850287,B,MT-038,2020,2019-2022,False
NIU,monthly_only,B003,,B,,2020-07-31,,2020-08-04,2020-08-05,-0.0972590928963914,0.0035366896877959,-0.1007957825841874,-0.1096375489643441,0.0035366896877959,-0.1600353980957712,B,MT-045,2020,2019-2022,False
CLF,monthly_only,B005,,B,,2021-06-30,,2021-07-02,2021-07-06,0.038236635131492,0.0548808477654334,-0.0998650184016674,-0.133603210729338,0.0548808477654334,-0.1673414030570087,B,MT-077,2021,2019-2022,False
CYH,monthly_only,B006,,B,,2021-06-30,,2021-07-02,2021-07-06,0.0209390811493324,0.0317258878641193,-0.0666243766171164,-0.0970812604330818,0.0317258878641193,-0.1180203415824144,B,MT-078,2021,2019-2022,False
NOV,monthly_only,B007,,B,,2022-11-30,,2022-12-02,2022-12-05,-0.1579815641630033,0.0021805161969083,-0.1597303444290534,-0.1321874516112017,0.0021805161969083,-0.1614790239484641,B,MT-104,2022,2019-2022,False
IMVT,monthly_only,B008,,B,,2023-01-31,,2023-02-02,2023-02-03,0.1323170809005429,0.1762195953792384,-0.0664633673333742,0.0908536466936633,0.1762195953792384,-0.0664633673333742,B,MT-106,2023,2023-2026,False
VRDN,monthly_only,B009,,B,,2023-01-31,,2023-02-02,2023-02-03,-0.0565679033222723,0.0334511701638182,-0.1195267991038522,-0.1063366820433788,0.0334511701638182,-0.1272776787302878,B,MT-107,2023,2023-2026,False
FDMT,monthly_only,B010,,B,,2023-05-31,,2023-06-02,2023-06-05,0.2031762890454154,0.217962732330154,-0.0038334991208545,0.1243154671035111,0.3198247579072184,-0.0038334991208545,B,MT-112,2023,2023-2026,False
AMSC,monthly_only,B011,,B,,2024-01-31,,2024-02-02,2024-02-05,0.0281818563287907,0.0336363532326438,-0.0736364017833363,0.2981817939064719,0.3318181471391155,-0.0736364017833363,B,MT-134,2024,2023-2026,False
AAOI,monthly_only,B012,,B,,2024-04-30,,2024-05-02,2024-05-03,-0.0056604167412663,0.1735848238392656,-0.016981160254527,0.0594338809522994,0.1735848238392656,-0.0754717133910085,B,MT-142,2024,2023-2026,False
NVAX,monthly_only,B013,,B,,2024-06-28,,2024-07-02,2024-07-03,-0.0801232664507356,0.0177196073976915,-0.1001540279589695,0.2211094715292205,0.3050848329335933,-0.1001540279589695,B,MT-150,2024,2023-2026,False
SMCI,monthly_only,B014,,B,,2024-06-28,,2024-07-03,2024-07-05,0.0494747261571526,0.1029741311040217,-0.0224832566176867,-0.0539242306517239,0.1369054409835786,-0.0864275390786972,B,MT-153,2024,2023-2026,False
CDE,monthly_only,B015,,B,,2024-09-30,,2024-10-02,2024-10-03,-0.0973837018638132,0.0305232608508521,-0.1235464680026421,-0.0508720658235015,0.0305232608508521,-0.1235464680026421,B,MT-159,2024,2023-2026,False
PPTA,monthly_only,B016,,B,,2024-12-31,,2025-01-03,2025-01-06,-0.1439688970077783,0.0295719182479228,-0.1536965231781445,-0.0482490911150064,0.0295719182479228,-0.1536965231781445,B,MT-166,2025,2023-2026,False
LUMN,monthly_only,B017,,B,,2024-12-31,,2025-01-08,2025-01-10,0.0240740948416728,0.0907406967526771,-0.0481481896833456,0.0962962910635154,0.1333332921251846,-0.0481481896833456,B,MT-168,2025,2023-2026,False
